id,sourceType,sourceName,important,publishedAt,sentimentScore,sentimentPolarity,summary
7070141311,twitter,Deija_Vuu,false,2014-06-07T00:12:08.901356Z,0.6,positive,I love having comcast because of on demand... 

7070141221,twitter,bunraku_en,false,2014-06-07T00:11:55.901467Z,0.688,positive, #bunraku [Boston Globe](Showtime on Comcast) You can tell the makers of \u201d Bunraku \u201d were really excited about c..... 

7070141131,twitter,StuffStarter,false,2014-06-07T00:10:30.901559Z,0.538467,positive,RT  @KingRuuuu: Comcast is really trying it... 

7070140821,twitter,MrChops34,false,2014-06-07T00:10:19.901661Z,-0.0626805,negative,\u201c@NBCPhiladelphia:  @MrChops34  @XFINITY  @comcast HD version airing at 2 a.m.\u201d D-Day Anniversary is more important than the  @Phillies... 

7070140631,twitter,_GlitterNheels,false,2014-06-07T00:10:16.901759Z,0,neutral,Comcast called me earlier talkin bout a "deal" just tryna get more money nahhhh \u270b... 

7071530221,twitter,Myrna_Soto,false,2014-06-07T01:13:19.833206Z,0.36,positive,\u201c@comcast: TV Everywhere use actually results in increased TV viewing overall   http://t.co/YRf7cRwl37\u201d Amen - not afraid of cord cutters... 

7071306381,twitter,Myrna_Soto,false,2014-06-07T01:01:37.157716Z,0.18300001,neutral,\u201c@comcast: TV Everywhere viewership has leaped 246 percent year-over-year   http://t.co/Ca4v6JHjDd\u201d amen - no afraid of cord cutters... 

7071204101,twitter,HU4_life,false,2014-06-07T00:56:16.93616Z,0,neutral, @WildStar You guys find anything wrong with Comcast in Michigan?... Because a lot people are having lag spikes... 

7071188901,twitter,HU4_life,false,2014-06-07T00:55:31.567528Z,0,neutral, @WildStar You guys find anything wrong with comcast in Michigan?... Becuase a lot of people are getting lag spikes... 

7071119201,twitter,NashMarilyn1,false,2014-06-07T00:52:08.585373Z,-0.018333346,neutral,Rest warner dead circuit burgeon vs comcast send a wire press leaning world wide web - that is slashed?:... 

7071008481,twitter,NamjaSaeki,false,2014-06-07T00:47:26.692563Z,-0.263139,negative,Regardless if  @comcast is throttling my upload speed: I'm still going to stream some CS:GO MM <3 @   http://t.co/tbLcTO4S90 LIVE NAO~!... 

7070913191,twitter,kchau,false,2014-06-07T00:43:19.48325Z,0,neutral,Comcast charges $10 just to get your TV in HD... This is 2014... Ditch Comcast and buy an Antenna already... 

7070706581,twitter,cordcutterforum,false,2014-06-07T00:35:33.186945Z,0,neutral,Comcast/Xfinity Direct Marketing Consultant   http://t.co/jLMViRIaM4  #cordcutters... 

7070581471,twitter,ItzNikhilP,false,2014-06-07T00:30:42.377221Z,0,neutral,RT  @RedScareBot: Ice Cream Socialist RT  @samwisethegrand D-Day and Saving Private Ryan isn't on tv?... Is Comcast communist?... 

7070410681,twitter,RealLifeDiva_,false,2014-06-07T00:23:11.46094Z,0.244,positive,Direct tv too RT  @darealwalt_jr: Sprint and Comcast expensive for no reason... 

7070194991,twitter,SamWiseTheGrand,false,2014-06-07T00:15:07.249394Z,0,neutral,D-Day and Saving Private Ryan isn't on tv?... Is Comcast communist?... 

7070141501,twitter,LandOfSteve,true,2014-06-07T00:12:11.901129Z,-0.5642008,negative,We finally have internet!... Sad our neighbors we've been stealing from moved today...  @comcast gets to steal $50/month from me :(... 

7070141421,twitter,nosajmunson,false,2014-06-07T00:12:10.901259Z,0,neutral,Is this  @YouTube telling me I need to switch ISPs or are they blaming  @comcast for video lag?... 

7070141311,twitter,Deija_Vuu,false,2014-06-07T00:12:08.901356Z,0.6,positive,I love having comcast because of on demand... 

7070141221,twitter,bunraku_en,false,2014-06-07T00:11:55.901467Z,0.688,positive, #bunraku [Boston Globe](Showtime on Comcast) You can tell the makers of \u201d Bunraku \u201d were really excited about c..... 

7070141131,twitter,StuffStarter,false,2014-06-07T00:10:30.901559Z,0.538467,positive,RT  @KingRuuuu: Comcast is really trying it... 

7070140821,twitter,MrChops34,true,2014-06-07T00:10:19.901661Z,-0.0626805,negative,\u201c@NBCPhiladelphia:  @MrChops34  @XFINITY  @comcast HD version airing at 2 a.m.\u201d D-Day Anniversary is more important than the  @Phillies... 

7070140631,twitter,_GlitterNheels,false,2014-06-07T00:10:16.901759Z,0,neutral,Comcast called me earlier talkin bout a "deal" just tryna get more money nahhhh \u270b... 

7070140371,twitter,decotodd,false,2014-06-07T00:10:11.901962Z,-0.6,negative,RT  @aravosis: Blast from the past: The time a  @comcast funded trade group went off about the evils of the \u201chomosexual lifestyle\u201d   http://t.co/HPPV9mzgpp... 

7070140321,twitter,BWFeldy,false,2014-06-07T00:10:07.902054Z,0,neutral, @lgreenberg Oh: I\u2019m on Comcast... Not showing up... 

7071530221,twitter,Myrna_Soto,false,2014-06-07T01:13:19.833206Z,0.36,positive,\u201c@comcast: TV Everywhere use actually results in increased TV viewing overall   http://t.co/YRf7cRwl37\u201d Amen - not afraid of cord cutters... 

7071306381,twitter,Myrna_Soto,false,2014-06-07T01:01:37.157716Z,0.18300001,neutral,\u201c@comcast: TV Everywhere viewership has leaped 246 percent year-over-year   http://t.co/Ca4v6JHjDd\u201d amen - no afraid of cord cutters... 

7071204101,twitter,HU4_life,false,2014-06-07T00:56:16.93616Z,0,neutral, @WildStar You guys find anything wrong with Comcast in Michigan?... Because a lot people are having lag spikes... 

7071188901,twitter,HU4_life,false,2014-06-07T00:55:31.567528Z,0,neutral, @WildStar You guys find anything wrong with comcast in Michigan?... Becuase a lot of people are getting lag spikes... 

7071803771,twitter,wodderwing2,false,2014-06-07T01:27:21.1854Z,-0.014225036,neutral, @tonyrey  @Cougardc  @WildStar  @WildStarOps Seems like everyone in Michigan w/ comcast is having problems: apparently its not their problem... 

7071734271,twitter,Jeffythewise,false,2014-06-07T01:23:58.756006Z,0,neutral, @WildStar Several of your users in  #Michigan with  #Comcast internet are having massive latency issues on Widow... Normal internets fine tho... 

7071714641,twitter,AndraLadson,false,2014-06-07T01:23:05.387158Z,0.53999996,positive,$CMCSA Market Updates on Active Equities -- Research on Plug Power: Comcast ..... 

7071703621,twitter,Webpuppie,false,2014-06-07T01:22:23.133698Z,-0.1953,negative,Who can offer me high speed internet and tv in my area?... I was loyal til this non functioning X1 service and bad CS... 

7071530221,twitter,Myrna_Soto,false,2014-06-07T01:13:19.833206Z,0.36,positive,\u201c@comcast: TV Everywhere use actually results in increased TV viewing overall   http://t.co/YRf7cRwl37\u201d Amen - not afraid of cord cutters... 

7071306381,twitter,Myrna_Soto,false,2014-06-07T01:01:37.157716Z,0.18300001,neutral,\u201c@comcast: TV Everywhere viewership has leaped 246 percent year-over-year   http://t.co/Ca4v6JHjDd\u201d amen - no afraid of cord cutters... 

7071204101,twitter,HU4_life,false,2014-06-07T00:56:16.93616Z,0,neutral, @WildStar You guys find anything wrong with Comcast in Michigan?... Because a lot people are having lag spikes... 

7071188901,twitter,HU4_life,false,2014-06-07T00:55:31.567528Z,0,neutral, @WildStar You guys find anything wrong with comcast in Michigan?... Becuase a lot of people are getting lag spikes... 

7071119201,twitter,NashMarilyn1,false,2014-06-07T00:52:08.585373Z,-0.018333346,neutral,Rest warner dead circuit burgeon vs comcast send a wire press leaning world wide web - that is slashed?:... 

7071008481,twitter,NamjaSaeki,false,2014-06-07T00:47:26.692563Z,-0.263139,negative,Regardless if  @comcast is throttling my upload speed: I'm still going to stream some CS:GO MM <3 @   http://t.co/tbLcTO4S90 LIVE NAO~!... 

7070913191,twitter,kchau,false,2014-06-07T00:43:19.48325Z,0,neutral,Comcast charges $10 just to get your TV in HD... This is 2014... Ditch Comcast and buy an Antenna already... 

7070706581,twitter,cordcutterforum,false,2014-06-07T00:35:33.186945Z,0,neutral,Comcast/Xfinity Direct Marketing Consultant   http://t.co/jLMViRIaM4  #cordcutters... 

7070581471,twitter,ItzNikhilP,false,2014-06-07T00:30:42.377221Z,0,neutral,RT  @RedScareBot: Ice Cream Socialist RT  @samwisethegrand D-Day and Saving Private Ryan isn't on tv?... Is Comcast communist?... 

7070410681,twitter,RealLifeDiva_,false,2014-06-07T00:23:11.46094Z,0.244,positive,Direct tv too RT  @darealwalt_jr: Sprint and Comcast expensive for no reason... 

7070194991,twitter,SamWiseTheGrand,false,2014-06-07T00:15:07.249394Z,0,neutral,D-Day and Saving Private Ryan isn't on tv?... Is Comcast communist?... 

7070141501,twitter,LandOfSteve,false,2014-06-07T00:12:11.901129Z,-0.5642008,negative,We finally have internet!... Sad our neighbors we've been stealing from moved today...  @comcast gets to steal $50/month from me :(... 

7070141421,twitter,nosajmunson,false,2014-06-07T00:12:10.901259Z,0,neutral,Is this  @YouTube telling me I need to switch ISPs or are they blaming  @comcast for video lag?... 

7070141311,twitter,Deija_Vuu,false,2014-06-07T00:12:08.901356Z,0.6,positive,I love having comcast because of on demand... 

7070141221,twitter,bunraku_en,false,2014-06-07T00:11:55.901467Z,0.688,positive, #bunraku [Boston Globe](Showtime on Comcast) You can tell the makers of \u201d Bunraku \u201d were really excited about c..... 

7071803771,twitter,wodderwing2,false,2014-06-07T01:27:21.1854Z,-0.014225036,neutral, @tonyrey  @Cougardc  @WildStar  @WildStarOps Seems like everyone in Michigan w/ comcast is having problems: apparently its not their problem... 

7070141131,twitter,StuffStarter,false,2014-06-07T00:10:30.901559Z,0.538467,positive,RT  @KingRuuuu: Comcast is really trying it... 

7071734271,twitter,Jeffythewise,false,2014-06-07T01:23:58.756006Z,0,neutral, @WildStar Several of your users in  #Michigan with  #Comcast internet are having massive latency issues on Widow... Normal internets fine tho... 

7071714641,twitter,AndraLadson,false,2014-06-07T01:23:05.387158Z,0.53999996,positive,$CMCSA Market Updates on Active Equities -- Research on Plug Power: Comcast ..... 

7071703621,twitter,Webpuppie,false,2014-06-07T01:22:23.133698Z,-0.1953,negative,Who can offer me high speed internet and tv in my area?... I was loyal til this non functioning X1 service and bad CS... 

7071530221,twitter,Myrna_Soto,false,2014-06-07T01:13:19.833206Z,0.36,positive,\u201c@comcast: TV Everywhere use actually results in increased TV viewing overall   http://t.co/YRf7cRwl37\u201d Amen - not afraid of cord cutters... 

7071306381,twitter,Myrna_Soto,false,2014-06-07T01:01:37.157716Z,0.18300001,neutral,\u201c@comcast: TV Everywhere viewership has leaped 246 percent year-over-year   http://t.co/Ca4v6JHjDd\u201d amen - no afraid of cord cutters... 

7071204101,twitter,HU4_life,false,2014-06-07T00:56:16.93616Z,0,neutral, @WildStar You guys find anything wrong with Comcast in Michigan?... Because a lot people are having lag spikes... 

7071188901,twitter,HU4_life,false,2014-06-07T00:55:31.567528Z,0,neutral, @WildStar You guys find anything wrong with comcast in Michigan?... Becuase a lot of people are getting lag spikes... 

7071119201,twitter,NashMarilyn1,false,2014-06-07T00:52:08.585373Z,-0.018333346,neutral,Rest warner dead circuit burgeon vs comcast send a wire press leaning world wide web - that is slashed?:... 

7071008481,twitter,NamjaSaeki,false,2014-06-07T00:47:26.692563Z,-0.263139,negative,Regardless if  @comcast is throttling my upload speed: I'm still going to stream some CS:GO MM <3 @   http://t.co/tbLcTO4S90 LIVE NAO~!... 

7070913191,twitter,kchau,false,2014-06-07T00:43:19.48325Z,0,neutral,Comcast charges $10 just to get your TV in HD... This is 2014... Ditch Comcast and buy an Antenna already... 

7070706581,twitter,cordcutterforum,false,2014-06-07T00:35:33.186945Z,0,neutral,Comcast/Xfinity Direct Marketing Consultant   http://t.co/jLMViRIaM4  #cordcutters... 

7070581471,twitter,ItzNikhilP,false,2014-06-07T00:30:42.377221Z,0,neutral,RT  @RedScareBot: Ice Cream Socialist RT  @samwisethegrand D-Day and Saving Private Ryan isn't on tv?... Is Comcast communist?... 

7070410681,twitter,RealLifeDiva_,false,2014-06-07T00:23:11.46094Z,0.244,positive,Direct tv too RT  @darealwalt_jr: Sprint and Comcast expensive for no reason... 

7070194991,twitter,SamWiseTheGrand,false,2014-06-07T00:15:07.249394Z,0,neutral,D-Day and Saving Private Ryan isn't on tv?... Is Comcast communist?... 

7072536791,twitter,KardashianDemi,false,2014-06-07T02:00:09.921238Z,0,neutral,they turned the tv BACK on and I'm doing it AGAIN my dad's calling comcast IM SXREAMIG... 

7072433701,twitter,LeonardPM3000,false,2014-06-07T01:55:31.817892Z,0.49,positive,If you don't have Comcast Xfinity OnDemand..... you arnt watching tv correctly... 

7072252121,twitter,BarstoolAlabama,false,2014-06-07T01:46:30.527308Z,0,neutral, @comcast How's that deal with  @SECNetwork coming?... Thanks: Bama Nation... 

7072252101,twitter,edlovesbacon,false,2014-06-07T01:44:07.527449Z,0,neutral,For someone who streams 75% of what they watch: I'm 99% done with  @ATT. Talking to  @comcast tomorrow!... 

7072252081,twitter,EzD_Jr,false,2014-06-07T01:42:42.52759Z,0,neutral,So im supposed to be traning for comcast at the end if the month.... but direct just send me an offer.... God looking out for me... 

7072252061,twitter,ComcastMelissa,false,2014-06-07T01:41:56.530623Z,0,neutral, @nzahn1 The rates for X1 anyroom DVR should be the same as reg any room DVR... Pls email our team... I'll look into t..... 

7072252041,twitter,OccupyTheBronx,true,2014-06-07T01:41:27.530734Z,0,neutral,NY hearings set in Comcast: Time Warner merger  #STOPComcast  #CAPComcast  #NetNuetrality Plus: Comcast + Time..... 

7072252021,twitter,jerrythornton1,true,2014-06-07T01:41:12.530831Z,0,neutral,Hope everyone can hit the pause on D-Day shows to tune in to Comcast Sports Tonight at 10... 

7072252001,twitter,4thelongesttime,false,2014-06-07T01:41:00.530929Z,-0.6131255,negative,dear  @comcast please stop being the worst!... I want to break up: but there are NO other ISP fish in the sea of my neighborhood!... 

7072251981,twitter,MalwareJake,false,2014-06-07T01:40:34.531021Z,-0.130116,negative, @EricOpdyke  @comcast  @FCC and probably paying lobbying dollars to look the other way..... 

7072251961,twitter,ComcastMelissa,false,2014-06-07T01:40:09.531113Z,-0.49,negative, @crbrowning I\u2019m sorry for the trouble... May I help with your Comcast?... 

7072251921,twitter,GaryMormino,false,2014-06-07T01:40:02.531207Z,0,neutral, @Comcast  @XFINITY: are you listening yet?... - My Money - My Choice!... Provide  #TheBlaze now... 

7072251901,twitter,standurgrond,false,2014-06-07T01:39:42.531297Z,0,neutral,Comcast outsource tech support to India and asia... Bring them back  #badcomcast... 

7072251841,twitter,ComcastMelissa,false,2014-06-07T01:39:38.531392Z,-0.6,negative, @NotMattBarkley I\u2019m sorry 4 the frustrations we caused... Email our team the details ComcastCares_Support@comcast.com... We\u2019ll take care of this... 

7072251801,twitter,NotoriousSecret,false,2014-06-07T01:39:17.531481Z,0,neutral,Comcast + ENews = Me.... .Im just saying though... 

7073936011,twitter,stephenwdaniels,false,2014-06-07T03:14:06.688124Z,0.36,positive,And then you have these a-holes - Comcast-commissioned study says Comcast data meters are accurate   http://t.co/RaYNZZDCTZ via  @feedly... 

7073858171,twitter,kaydotbeedot,false,2014-06-07T03:09:43.485084Z,0,neutral,Apple TV Comcast don't know what to watchaaa tonight... 

7073737181,twitter,dancy_boy,false,2014-06-07T03:03:38.408447Z,-0.6,negative,You can't reach me: my mom can't neither You can't teach me a goddamn thing cause I watch TV: and Comcast cable... 

7073620131,twitter,ovotreymiles,false,2014-06-07T02:58:12.25867Z,0,neutral,Apple TV: Comcast: don\u2019t know what to watch-aaaaa.... 

7072965441,twitter,J_Tocco,false,2014-06-07T02:26:09.266874Z,0,neutral,Apple TV comcast don't know what to watchaaaaa tonight... 

7072920221,twitter,HackLaSalle,false,2014-06-07T02:23:53.155341Z,0,neutral, @derekburgan  @KyleJDuffield what do you think they'll call the Universal band?... 

7072858031,twitter,AndraLadson,false,2014-06-07T02:19:35.461149Z,0.53999996,positive,$CIM Market Updates on Active Equities -- Research on Plug Power: Comcast ..... 

7072795091,twitter,dougkeklak,false,2014-06-07T02:15:18.460576Z,0,neutral,The tvs in my living room and office are so off: it's like the difference of radio and tv... 

7072668061,twitter,WhenIBlink,false,2014-06-07T02:06:55.1569Z,1.02,positive,If pilots worked like  @comcast: "Great news: passengers!... 

7072636091,twitter,HoboStream,false,2014-06-07T02:05:08.844785Z,-0.6,negative,.guess there is an issue with Comcast and Michigan packet loss to WS servers... 

7072536791,twitter,KardashianDemi,false,2014-06-07T02:00:09.921238Z,0,neutral,they turned the tv BACK on and I'm doing it AGAIN my dad's calling comcast IM SXREAMIG... 

7072433701,twitter,LeonardPM3000,false,2014-06-07T01:55:31.817892Z,0.49,positive,If you don't have Comcast Xfinity OnDemand..... you arnt watching tv correctly... 

7072252121,twitter,BarstoolAlabama,false,2014-06-07T01:46:30.527308Z,0,neutral, @comcast How's that deal with  @SECNetwork coming?... Thanks: Bama Nation... 

7072252101,twitter,edlovesbacon,false,2014-06-07T01:44:07.527449Z,0,neutral,For someone who streams 75% of what they watch: I'm 99% done with  @ATT. Talking to  @comcast tomorrow!... 

7072252081,twitter,EzD_Jr,false,2014-06-07T01:42:42.52759Z,0,neutral,So im supposed to be traning for comcast at the end if the month.... but direct just send me an offer.... God looking out for me... 

7072252061,twitter,ComcastMelissa,false,2014-06-07T01:41:56.530623Z,0,neutral, @nzahn1 The rates for X1 anyroom DVR should be the same as reg any room DVR... Pls email our team... I'll look into t..... 

7072252041,twitter,OccupyTheBronx,true,2014-06-07T01:41:27.530734Z,0,neutral,NY hearings set in Comcast: Time Warner merger  #STOPComcast  #CAPComcast  #NetNuetrality Plus: Comcast + Time..... 

7073936011,twitter,stephenwdaniels,false,2014-06-07T03:14:06.688124Z,0.36,positive,And then you have these a-holes - Comcast-commissioned study says Comcast data meters are accurate   http://t.co/RaYNZZDCTZ via  @feedly... 

7072252021,twitter,jerrythornton1,true,2014-06-07T01:41:12.530831Z,0,neutral,Hope everyone can hit the pause on D-Day shows to tune in to Comcast Sports Tonight at 10... 

7073858171,twitter,kaydotbeedot,false,2014-06-07T03:09:43.485084Z,0,neutral,Apple TV Comcast don't know what to watchaaa tonight... 

7072252001,twitter,4thelongesttime,false,2014-06-07T01:41:00.530929Z,-0.6131255,negative,dear  @comcast please stop being the worst!... I want to break up: but there are NO other ISP fish in the sea of my neighborhood!... 

7073737181,twitter,dancy_boy,false,2014-06-07T03:03:38.408447Z,-0.6,negative,You can't reach me: my mom can't neither You can't teach me a goddamn thing cause I watch TV: and Comcast cable... 

7072251981,twitter,MalwareJake,false,2014-06-07T01:40:34.531021Z,-0.130116,negative, @EricOpdyke  @comcast  @FCC and probably paying lobbying dollars to look the other way..... 

7073620131,twitter,ovotreymiles,false,2014-06-07T02:58:12.25867Z,0,neutral,Apple TV: Comcast: don\u2019t know what to watch-aaaaa.... 

7072965441,twitter,J_Tocco,false,2014-06-07T02:26:09.266874Z,0,neutral,Apple TV comcast don't know what to watchaaaaa tonight... 

7072920221,twitter,HackLaSalle,false,2014-06-07T02:23:53.155341Z,0,neutral, @derekburgan  @KyleJDuffield what do you think they'll call the Universal band?... 

7072858031,twitter,AndraLadson,false,2014-06-07T02:19:35.461149Z,0.53999996,positive,$CIM Market Updates on Active Equities -- Research on Plug Power: Comcast ..... 

7072795091,twitter,dougkeklak,false,2014-06-07T02:15:18.460576Z,0,neutral,The tvs in my living room and office are so off: it's like the difference of radio and tv... 

7072668061,twitter,WhenIBlink,false,2014-06-07T02:06:55.1569Z,1.02,positive,If pilots worked like  @comcast: "Great news: passengers!... 

7072636091,twitter,HoboStream,false,2014-06-07T02:05:08.844785Z,-0.6,negative,.guess there is an issue with Comcast and Michigan packet loss to WS servers... 

7072536791,twitter,KardashianDemi,false,2014-06-07T02:00:09.921238Z,0,neutral,they turned the tv BACK on and I'm doing it AGAIN my dad's calling comcast IM SXREAMIG... 

7072433701,twitter,LeonardPM3000,false,2014-06-07T01:55:31.817892Z,0.49,positive,If you don't have Comcast Xfinity OnDemand..... you arnt watching tv correctly... 

7072252121,twitter,BarstoolAlabama,false,2014-06-07T01:46:30.527308Z,0,neutral, @comcast How's that deal with  @SECNetwork coming?... Thanks: Bama Nation... 

7072252101,twitter,edlovesbacon,false,2014-06-07T01:44:07.527449Z,0,neutral,For someone who streams 75% of what they watch: I'm 99% done with  @ATT. Talking to  @comcast tomorrow!... 

7072252081,twitter,EzD_Jr,false,2014-06-07T01:42:42.52759Z,0,neutral,So im supposed to be traning for comcast at the end if the month.... but direct just send me an offer.... God looking out for me... 

7072252061,twitter,ComcastMelissa,false,2014-06-07T01:41:56.530623Z,0,neutral, @nzahn1 The rates for X1 anyroom DVR should be the same as reg any room DVR... Pls email our team... I'll look into t..... 

7072252041,twitter,OccupyTheBronx,true,2014-06-07T01:41:27.530734Z,0,neutral,NY hearings set in Comcast: Time Warner merger  #STOPComcast  #CAPComcast  #NetNuetrality Plus: Comcast + Time..... 

7073973161,twitter,Ashl3yBashl3y,false,2014-06-07T03:15:46.675296Z,0,neutral,My tv been stuck on the same channel since I got back from Jamaica lol ughh I need to call Comcast for a new remote... 

7072252021,twitter,jerrythornton1,true,2014-06-07T01:41:12.530831Z,0,neutral,Hope everyone can hit the pause on D-Day shows to tune in to Comcast Sports Tonight at 10... 

7072252001,twitter,4thelongesttime,false,2014-06-07T01:41:00.530929Z,-0.6131255,negative,dear  @comcast please stop being the worst!... I want to break up: but there are NO other ISP fish in the sea of my neighborhood!... 

7073936011,twitter,stephenwdaniels,false,2014-06-07T03:14:06.688124Z,0.36,positive,And then you have these a-holes - Comcast-commissioned study says Comcast data meters are accurate   http://t.co/RaYNZZDCTZ via  @feedly... 

7072251981,twitter,MalwareJake,false,2014-06-07T01:40:34.531021Z,-0.130116,negative, @EricOpdyke  @comcast  @FCC and probably paying lobbying dollars to look the other way..... 

7073858171,twitter,kaydotbeedot,false,2014-06-07T03:09:43.485084Z,0,neutral,Apple TV Comcast don't know what to watchaaa tonight... 

7073737181,twitter,dancy_boy,false,2014-06-07T03:03:38.408447Z,-0.6,negative,You can't reach me: my mom can't neither You can't teach me a goddamn thing cause I watch TV: and Comcast cable... 

7073620131,twitter,ovotreymiles,false,2014-06-07T02:58:12.25867Z,0,neutral,Apple TV: Comcast: don\u2019t know what to watch-aaaaa.... 

7072965441,twitter,J_Tocco,false,2014-06-07T02:26:09.266874Z,0,neutral,Apple TV comcast don't know what to watchaaaaa tonight... 

7072920221,twitter,HackLaSalle,false,2014-06-07T02:23:53.155341Z,0,neutral, @derekburgan  @KyleJDuffield what do you think they'll call the Universal band?... 

7072858031,twitter,AndraLadson,false,2014-06-07T02:19:35.461149Z,0.53999996,positive,$CIM Market Updates on Active Equities -- Research on Plug Power: Comcast ..... 

7072795091,twitter,dougkeklak,false,2014-06-07T02:15:18.460576Z,0,neutral,The tvs in my living room and office are so off: it's like the difference of radio and tv... 

7072668061,twitter,WhenIBlink,false,2014-06-07T02:06:55.1569Z,1.02,positive,If pilots worked like  @comcast: "Great news: passengers!... 

7072636091,twitter,HoboStream,false,2014-06-07T02:05:08.844785Z,-0.6,negative,.guess there is an issue with Comcast and Michigan packet loss to WS servers... 

7072536791,twitter,KardashianDemi,false,2014-06-07T02:00:09.921238Z,0,neutral,they turned the tv BACK on and I'm doing it AGAIN my dad's calling comcast IM SXREAMIG... 

7072433701,twitter,LeonardPM3000,false,2014-06-07T01:55:31.817892Z,0.49,positive,If you don't have Comcast Xfinity OnDemand..... you arnt watching tv correctly... 

